,P_grid,P_wind,P_pv,P_b,P_ele,P_pro,soc,Mh2,price_grid,expenditure,accumulated_ex,quantafuel_h2,methanol_h2,everfuel_h2
0,-54.36744751625788,69.44439050443711,0.0,0.9213968235562724,3.220888226811995,0.6000001817525005,0.10853148242103608,3009.325326352517,33.1,-249.02272866294967,-249.02272866294967,1.0342894290350075e-06,10.00000108145305,1.1346330744116396e-06
1,-56.426538357606894,69.44439050443711,0.0,0.44807507903630883,1.6799420798307558,0.6000001804104552,0.11268032584628059,3009.404975762239,33.1,-266.06170537511275,-515.0844340380625,1.0378329325771592e-06,10.00000108343546,1.1597639277980378e-06
2,-57.817031072535556,69.44439050443711,0.0,-0.3717318691637579,1.1232110607684387,0.6000001806324916,0.10923836419559835,3006.144239036651,33.1,-277.56803259114747,-792.6524666292099,1.0408877073381132e-06,10.000001087702914,1.1733777735702198e-06
3,-58.92556771705478,69.44439050443711,0.0,-0.9977422585284403,0.642627868887385,0.6000001806631664,0.10000001005079866,3000.0000031276068,33.1,-286.741173324544,-1079.3936399537538,1.0460573883398212e-06,10.000001096246876,1.1918342253991318e-06
4,-51.32024134298914,66.26851399626177,0.0,0.9391419249742199,3.2157482693851356,0.6000002823921209,0.10869576871620908,3009.2944877269138,32.28,-222.4726709037352,-1301.866310857489,1.6199332004090647e-06,10.000001709910958,1.8989296451876026e-06
5,-53.374872766050444,66.26851399626177,0.0,0.46516809287547267,1.68003356335771,0.6000002824000074,0.11300288078811219,3009.3746840572157,32.28,-239.05354648783995,-1540.9198573453289,1.6237854174900466e-06,10.000001721262365,1.916566108526306e-06
6,-54.77608763993418,66.26851399626177,0.0,-0.36857824645088777,1.1267404928137619,0.600000282403347,0.10959011934773459,3006.135121941403,32.28,-250.36135052008163,-1791.2812078654106,1.62675604938626e-06,10.000001731307512,1.9264019487174566e-06
7,-55.92773998791391,66.26851399626177,0.0,-1.035731797316107,0.6441475883060773,0.6000002824192712,0.10000001021416034,3000.00000233357,32.28,-259.6551849682781,-2050.936392833689,1.6348259425120027e-06,10.000001757521982,1.957091163181538e-06
8,-48.59088171435314,63.36930930564914,0.0,0.8677191962662996,3.2419745645104228,0.6000017791618085,0.10803444731746005,3009.4518239291624,31.18,-195.47019579679258,-2246.4065886304816,8.31350642369381e-06,10.000008410175603,9.279559280304462e-06
9,-50.66891069863928,63.36930930564914,0.0,0.39967447213514995,1.6766057364687776,0.600001779182379,0.11173513697510117,3009.511432582649,31.18,-211.66843172930308,-2458.0750203597845,8.26873099025544e-06,10.000008419477144,9.288887789370649e-06
10,-51.900461122647314,63.36930930564914,0.0,-0.25695640436874645,1.1142653752162748,0.6000017791211605,0.10935591110957982,3006.1969991485867,31.18,-221.2683672844457,-2679.34338764423,8.222253739771092e-06,10.000008406431558,9.268445044341854e-06
11,-53.136876174659605,63.36930930564914,0.0,-1.0104308401117232,0.6338391520354878,0.6000017792234613,0.10000007009830872,3000.000008445631,31.18,-230.9062226148815,-2910.2496102591117,8.129497359759945e-06,10.000008414861355,9.282579865487484e-06
12,-32.47616465093505,60.38290433695693,0.0,1.359999598577535,14.09702653558313,0.999999618307813,0.1125926590748727,3007.0304306261314,30.1,-69.7255882036383,-2979.97519846275,3.1769267599430067,18.610781232059395,55.76402925276391
13,-32.476164795548605,60.38290433695693,0.0,1.359999597093578,14.097026462952613,0.999999618329354,0.12518524803766887,3012.800289314494,30.1,-69.72558929185533,-3049.7007877546052,3.3769971551603652,18.745910338052283,56.689392807907915
14,-32.47616484664539,60.38290433695693,0.0,1.3599995964987224,14.097026437357693,0.9999996183406968,0.1377778369949722,3018.4318762674043,30.1,-69.72558967635862,-3119.426377430964,3.4065912504576197,18.764027326022287,56.77995330652809
15,-32.47616492553976,60.38290433695693,0.0,1.359999595684178,14.097026397738402,0.9999996183543824,0.15037042594473293,3024.1727096066165,30.1,-69.7255902700388,-3189.1519677010024,3.381214599079688,18.748242693548704,56.71186796636052
16,-31.64977775308853,59.52276202616582,0.0,1.3599996375942915,14.097026579835605,0.9999996744247126,0.16296301528255053,3030.114489587353,29.96,-64.88724620994844,-3254.039213910951,3.3252360885460366,18.71970093727095,56.595442684227095
17,-31.64977780798511,59.52276202616582,0.0,1.3599996367115443,14.097026552580498,0.9999996744384934,0.17555560461219288,3036.4565526102638,29.96,-64.88724662112384,-3318.9264605320745,3.2467582527780428,18.670275677632148,56.32306257393155
18,-31.64977786424761,59.52276202616582,0.0,1.3599996358485698,14.097026524605221,0.9999996744527418,0.18814819393384152,3043.4024211246565,29.96,-64.88724704252996,-3383.8137075746045,3.1483585027224508,18.60544155107401,55.88249079121049
19,-31.649777943035915,59.52276202616582,0.0,1.359999635023301,14.097026485053163,0.9999996744672708,0.20074078324786063,3051.189481897781,29.96,-64.88724763265438,-3448.7009552072586,3.030599080247702,18.523230193964945,55.24126907475103
20,-30.830722255813697,58.5014215617797,0.1663701779918067,1.3599996549970352,14.097026616780743,0.9999997002331742,0.21333337274680747,3060.364193729631,29.88,-60.36808681099607,-3509.0690420182545,2.891892749626062,18.416353342084356,54.09920198889692
21,-30.830722184380285,58.5014215617797,0.1663701779918067,1.3599996542905355,14.097026654082132,0.9999997002472898,0.2259259622392312,3071.7416033822456,29.88,-60.36808627738848,-3569.437128295643,2.7267067384833577,18.274593965656265,52.20344977950543
22,-30.830722261732056,58.5014215617797,0.1663701779918067,1.35999965362567,14.097026615104829,0.9999997002665392,0.23851855172548814,3087.466419320323,29.88,-60.36808685520621,-3629.805215150849,2.531490551820832,18.09952898817502,48.22632442432252
