,P_grid,P_wind,P_pv,P_b,P_ele,P_pro,soc,Mh2,price_grid,expenditure,accumulated_ex,quantafuel_h2,methanol_h2,everfuel_h2
0,-41.15162688578742,69.44439050443711,0.0,1.3599999981483537,14.097027568493274,0.9999999991233943,0.11259259293665447,3004.3680166134063,20.11,-6.021904634211921,-6.021904634211921,3.825248668676231,19.239843398869844,57.14905673288826
1,-41.15162688635305,69.44439050443711,0.0,1.3599999981114836,14.097027568244414,0.9999999991138553,0.12518518551296018,3007.703907104443,20.11,-6.021904637055627,-12.043809271267548,4.059138856171199,19.332582887917702,57.85455317685989
2,-41.15162688657895,69.44439050443711,0.0,1.3599999981064597,14.0970275681312,0.999999999115988,0.13777777808921965,3010.740406120715,20.11,-6.021904638191359,-18.065713909458907,4.140643824820822,19.367635758837057,58.03738681137547
3,-41.15162688708086,69.44439050443711,0.0,1.3599999980994661,14.097027567879632,0.9999999991162414,0.1503703706654155,3013.643818384686,20.11,-6.021904640714695,-24.0876185501736,4.1792120379995445,19.38577355609486,58.11376755173333
4,-38.11740313284437,66.26851399626177,0.0,1.359999998379158,14.097027568182616,0.9999999993227561,0.16296296324420004,3016.5457703990496,19.37,7.098152063388312,-16.98946648678529,4.196694298757118,19.39635481890995,58.0871642795908
5,-38.11740313340991,66.26851399626177,0.0,1.3599999983709898,14.097027567899266,0.9999999993227668,0.17555555582290894,3019.4168467447585,19.37,7.09815206064971,-9.89131442613558,4.205118724336857,19.4023162005378,58.103654139334516
6,-38.11740313378202,66.26851399626177,0.0,1.359999998362998,14.097027567718314,0.9999999993227805,0.18814814840155175,3022.2937674658706,19.37,7.098152058847745,-2.7931623672878345,4.205704539255956,19.404061998723012,58.09547814973657
7,-38.117403133213166,66.26851399626177,0.0,1.3599999983553557,14.097027568016896,0.9999999993228361,0.2007407409801226,3025.202758533432,19.37,7.098152061602434,4.3049896943145995,4.198276196516148,19.40254613261471,58.07235201392763
8,-35.341501989684325,63.36930930564914,0.0,1.359999998647006,14.09702756852368,0.9999999995230988,0.2133333335613986,3028.0077085005264,18.36,21.078233033939085,25.383222728253685,4.183402170870902,19.394968932637504,58.19884434305756
9,-35.34150198942283,63.36930930564914,0.0,1.3599999986400764,14.097027568664558,0.9999999995231417,0.22592592614260767,3030.866984745549,18.36,21.078233035139334,46.46145576339302,4.167042457292891,19.388777297431368,58.167069414760526
10,-35.34150198896342,63.36930930564914,0.0,1.3599999986333338,14.097027568906642,0.999999999523164,0.23851851872373964,3033.8085035690165,18.36,21.078233037248026,67.53968880064104,4.148367754493308,19.380704027001066,58.11157481100434
11,-35.341501988398406,63.36930930564914,0.0,1.3599999986268136,14.097027569202247,0.9999999995231367,0.25111111130482844,3036.8425419080213,18.36,21.07823303984145,88.6179218404825,4.127373188500259,19.37115557047806,58.049598319749656
12,-32.476161469892034,60.38290433695693,0.0,1.3599999986357358,14.097027569466047,0.9999999995272211,0.26370370388600395,3039.9751951837234,18.34,25.754350455192963,114.37227229567546,4.105686059514211,19.361439224612724,57.982386859484855
13,-32.47616146951404,60.38290433695693,0.0,1.3599999986295803,14.097027569666663,0.9999999995272022,0.27629629646707676,3043.2106402497784,18.34,25.754350456926062,140.12662275260152,4.081789694736435,19.351065831171212,57.91386482856054
14,-32.476161469372826,60.38290433695693,0.0,1.3599999986236158,14.097027569744965,0.9999999995272456,0.2888888890481225,3046.549095419612,18.34,25.754350457573537,165.88097321017506,4.057751399258013,19.341163770579794,57.84479508131505
15,-32.47616146953149,60.38290433695693,0.0,1.3599999986178524,14.097027569670075,0.9999999995273001,0.30148148162911104,3049.984297961109,18.34,25.754350456846055,191.6353236670211,4.034202146194963,19.332037933565758,57.780722799282536
16,-31.64977479081427,59.52276202616582,0.0,1.3599999986591829,14.09702756946017,0.9999999995563259,0.31407407421048084,3053.454734451761,18.16,28.47961161038785,220.11493527740896,4.010985025283327,19.32243801996726,57.778305883379595
17,-31.64977479117519,59.52276202616582,0.0,1.359999998653992,14.097027569280796,0.9999999995563869,0.32666666679181977,3057.0159203162452,18.16,28.47961160874928,248.59454688615824,3.98774226780653,19.314177369926647,57.71905991598634
18,-31.64977479152445,59.52276202616582,0.0,1.3599999986488582,14.097027569106189,0.999999999556451,0.33925925937314816,3060.674217149432,18.16,28.479611607163633,277.0741584933219,3.963704125110969,19.30560414859088,57.65456031026487
19,-31.649774791773616,59.52276202616582,0.0,1.3599999986438298,14.097027568981863,0.9999999995564762,0.35185185195430746,3064.444792564366,18.16,28.47961160603242,305.5537700993543,3.9383693139535905,19.296510079019146,57.57671060850301
20,-30.830719427800283,58.5014215617797,0.1663701779918067,1.3599999985114228,14.097027568475525,0.9999999994732325,0.364444444534301,3068.5007478570296,18.66,26.11210230924392,331.66587240859826,3.913654274430514,19.29119366016615,57.3213621861116
21,-30.830719427586367,58.5014215617797,0.1663701779918067,1.3599999985058255,14.097027568590049,0.9999999994732631,0.37703703711435177,3072.687004296295,18.66,26.112102310241834,357.7779747188401,3.884474100496705,19.28027581904459,57.23115905526011
22,-30.83071942786495,58.5014215617797,0.1663701779918067,1.3599999985004179,14.097027568453905,0.9999999994733653,0.38962962969422343,3077.0010439831663,18.66,26.11210230894225,383.89007702778235,3.8547041489208937,19.26952801229166,57.14389356515352
23,-30.830719429739773,58.5014215617797,0.1663701779918067,1.3599999984952158,14.097027567497065,0.9999999994736062,0.40222222227413096,3081.3978601050867,18.66,26.11210230019621,410.0021793279785,3.8236535513921592,19.26094255343972,57.10075318075195
