,supply_RES,battery_soc,hydrogen_pressure,external_grid_power,electrolyser_input_power,expenditure,accumulated_expenditure,h2_production_cost_per_15min,h2_production_cost_per_accumulated
0,1.7648802493824658,0.112,0.010503262601953695,23.07445757764382,11.99999965571423,171.30869773605556,171.30869773605556,66.86999808146754,66.86999808146754
1,1.7648802493824658,0.124,0.02100652520390739,23.07445757764382,11.99999965571423,171.30869773605556,342.6173954721111,66.86999808146754,133.73999616293509
2,1.7648802493824658,0.136,0.03150978780586108,23.07445757764382,11.99999965571423,171.30869773605556,513.9260932081667,66.86999808146754,200.60999424440263
3,1.7648802493824658,0.14800000000000002,0.04201305040781478,23.07445757764382,11.99999965571423,171.30869773605556,685.2347909442223,66.86999808146754,267.47999232587017
4,1.8009072548326486,0.16000000000000003,0.052516313009768466,23.038473344226695,11.99999965571423,169.79170446384325,855.0264954080656,65.72999811417469,333.20999044004486
5,1.8009072548326486,0.17200000000000004,0.06301957561172217,23.038473344226695,11.99999965571423,169.79170446384325,1024.8181998719087,65.72999811417469,398.93998855421955
6,1.8009072548326486,0.18400000000000005,0.07352283821367586,23.038473344226695,11.99999965571423,169.79170446384325,1194.609904335752,65.72999811417469,464.66998666839424
7,1.8009072548326486,0.19600000000000006,0.08402610081562957,23.038473344226695,11.99999965571423,169.79170446384325,1364.4016087995951,65.72999811417469,530.3999847825689
8,1.8416226167425414,0.20800000000000007,0.09452936341758326,22.99780735862865,11.99999965571423,169.289762169524,1533.6913709691191,65.06999813311042,595.4699829156793
9,1.8416226167425414,0.22000000000000008,0.10503262601953695,22.99780735862865,11.99999965571423,169.289762169524,1702.9811331386431,65.06999813311042,660.5399810487897
10,1.8416226167425414,0.2320000000000001,0.11553588862149065,22.99780735862865,11.99999965571423,169.289762169524,1872.2708953081672,65.06999813311042,725.6099791819001
11,1.8416226167425414,0.2440000000000001,0.12603915122344436,22.99780735862865,11.99999965571423,169.289762169524,2041.5606574776912,65.06999813311042,790.6799773150105
12,2.1261883066007767,0.2560000000000001,0.13654241382539806,22.71361751495558,11.99999965571423,173.72929670334423,2215.2899541810352,64.58999814688185,855.2699754618924
13,2.1261883066007767,0.2680000000000001,0.14704567642735175,22.71361751495558,11.99999965571423,173.72929670334423,2389.0192508843793,64.58999814688185,919.8599736087742
14,2.1261883066007767,0.28000000000000014,0.15754893902930545,22.71361751495558,11.99999965571423,173.72929670334423,2562.7485475877234,64.58999814688185,984.4499717556561
15,2.1261883066007767,0.29200000000000015,0.16805220163125914,22.71361751495558,11.99999965571423,173.72929670334423,2736.4778442910683,64.58999814688185,1049.039969902538
16,1.8461524543830339,0.30400000000000016,0.1785554642332129,22.993283082511496,11.99999965571423,168.91502722217706,2905.392871513245,64.82999813999612,1113.869968042534
17,1.8461524543830339,0.31600000000000017,0.18905872683516659,22.993283082511496,11.99999965571423,168.91502722217706,3074.307898735422,64.82999813999612,1178.6999661825303
18,1.8461524543830339,0.3280000000000002,0.19956198943712022,22.993283082511496,11.99999965571423,168.91502722217706,3243.222925957599,64.82999813999612,1243.5299643225264
19,1.8461524543830339,0.3400000000000002,0.2100652520390739,22.993283082511496,11.99999965571423,168.91502722217706,3412.1379531797756,64.82999813999612,1308.3599624625226
20,2.1838827662907296,0.3520000000000002,0.2205685146410276,22.65590883343081,11.99999965571423,176.91108617340635,3589.049039353182,65.69999811503541,1374.059960577558
21,2.1838827662907296,0.3640000000000002,0.23107177724298128,22.65590883343081,11.99999965571423,176.91108617340635,3765.960125526588,65.69999811503541,1439.7599586925935
22,2.1838827662907296,0.3760000000000002,0.24157503984493497,22.65590883343081,11.99999965571423,176.91108617340635,3942.871211699994,65.69999811503541,1505.459956807629
23,2.1838827662907296,0.38800000000000023,0.2520783024468886,22.65590883343081,11.99999965571423,176.91108617340635,4119.782297873402,65.69999811503541,1571.159954922664
24,5.284406936097582,0.40000000000000024,0.26258156504884234,19.56224264867885,11.99999965571423,236.2570152432923,4356.039313116695,66.44999809351755,1637.6099530161814
25,5.284406936097582,0.41200000000000025,0.273084827650796,19.56224264867885,11.99999965571423,236.2570152432923,4592.2963283599875,66.44999809351755,1704.0599511096989
26,5.284406936097582,0.42400000000000027,0.28358809025274967,19.56224264867885,11.99999965571423,236.2570152432923,4828.55334360328,66.44999809351755,1770.5099492032164
27,5.284406936097582,0.4360000000000003,0.29409135285470334,19.56224264867885,11.99999965571423,236.2570152432923,5064.810358846573,66.44999809351755,1836.9599472967338
28,10.233182045515466,0.4480000000000003,0.30459461545665706,14.641296323849744,11.99999965571423,328.62998798221065,5393.440346828784,66.29999809782113,1903.259945394555
29,10.233182045515466,0.4600000000000003,0.3150978780586107,14.641296323849744,11.99999965571423,328.62998798221065,5722.070334810995,66.29999809782113,1969.559943492376
30,10.233182045515466,0.4720000000000003,0.3256011406605644,14.641296323849744,11.99999965571423,328.62998798221065,6050.7003227932055,66.29999809782113,2035.8599415901972
31,10.233182045515466,0.4840000000000003,0.33610440326251806,14.641296323849744,11.99999965571423,328.62998798221065,6379.330310775414,66.29999809782113,2102.1599396880188
32,12.046563531976563,0.49600000000000033,0.3466076658644718,12.842663070382912,11.99999965571423,363.49198316476,6742.822293940174,67.13999807372112,2169.29993776174
33,12.046563531976563,0.5080000000000003,0.35711092846642534,12.842663070382912,11.99999965571423,363.49198316476,7106.314277104934,67.13999807372112,2236.439935835461
34,12.046563531976563,0.5200000000000004,0.3676141910683791,12.842663070382912,11.99999965571423,363.49198316476,7469.806260269695,67.13999807372112,2303.579933909182
