,P_grid,P_wind,P_pv,P_b,P_ele,P_pro,soc,Mh2,price_grid,expenditure,accumulated_ex
74,-33.48761015146543,48.17580108639349,0.0,0,3.375,0.8,0,0,31.1,-121.01766428525055,-10798.570026349344
75,-33.48761015146543,48.17580108639349,0.0,0,3.375,0.8,0,0,31.1,-121.01766428525055,-10919.587690634595
76,-34.378656202628605,47.142443610690925,0.0,0,2.5,0.8,0,0,30.42,-125.09016227706702,-11044.677852911662
77,-34.378656202628605,47.142443610690925,0.0,0,2.5,0.8,0,0,30.42,-125.09016227706702,-11169.768015188729
78,-34.378656202628605,47.142443610690925,0.0,0,2.5,0.8,0,0,30.42,-125.09016227706702,-11294.858177465796
79,-34.378656202628605,47.142443610690925,0.0,0,2.5,0.8,0,0,30.42,-125.09016227706702,-11419.94833974286
80,-33.39116620619564,46.12396962546762,0.0,0,2.5,0.8,0,0,29.87,-115.93495150310088,-11535.88329124596
81,-33.39116620619564,46.12396962546762,0.0,0,2.5,0.8,0,0,29.87,-115.93495150310088,-11651.818242749061
82,-33.39116620619564,46.12396962546762,0.0,0,2.5,0.8,0,0,29.87,-115.93495150310088,-11767.753194252162
83,-33.39116620619564,46.12396962546762,0.0,0,2.5,0.8,0,0,29.87,-115.93495150310088,-11883.688145755263
84,-32.2793303765378,44.978085543866065,0.0,0,2.5,0.8,0,0,29.61,-108.84863067668846,-11992.53677643195
85,-32.2793303765378,44.978085543866065,0.0,0,2.5,0.8,0,0,29.61,-108.84863067668846,-12101.385407108639
86,-32.2793303765378,44.978085543866065,0.0,0,2.5,0.8,0,0,29.61,-108.84863067668846,-12210.234037785327
87,-32.2793303765378,44.978085543866065,0.0,0,2.5,0.8,0,0,29.61,-108.84863067668846,-12319.082668462019
88,-29.181178479681705,41.78970954768351,0.0,0,2.5,0.8,0,0,29.46,-94.04264463618124,-12413.1253130982
89,-29.181178479681705,41.78970954768351,0.0,0,2.5,0.8,0,0,29.46,-94.04264463618124,-12507.167957734382
90,-29.181178479681705,41.78970954768351,0.0,0,2.5,0.8,0,0,29.46,-94.04264463618124,-12601.210602370564
91,-29.181178479681705,41.78970954768351,0.0,0,2.5,0.8,0,0,29.46,-94.04264463618124,-12695.253247006745
92,-26.226861645695315,38.755687167059556,0.0,0,2.5,0.8,0,0,26.68,-62.83234204606797,-12758.085589052813
93,-26.226861645695315,38.755687167059556,0.0,0,2.5,0.8,0,0,26.68,-62.83234204606797,-12820.91793109888
94,-26.226861645695315,38.755687167059556,0.0,0,2.5,0.8,0,0,26.68,-62.83234204606797,-12883.750273144948
95,-26.226861645695315,38.755687167059556,0.0,0,2.5,0.8,0,0,26.68,-62.83234204606797,-12946.582615191015
