,P_grid,P_wind,P_pv,P_b,P_ele,P_pro,soc,Mh2,price_grid,expenditure,accumulated_ex,quantafuel_h2,methanol_h2,everfuel_h2
0,6.110953994615421,3.4061113922209283,0.0,7.596355460193216e-05,-8.628266066601664e-05,0.8169344077888518,0.10000071751896375,2923.0641043515384,20.11,40.574998409928064,40.574998409928064,2.259681508019561,17.57213524910289,57.10354014688747
1,6.106104175775945,3.4061113922209283,0.0,7.751865489202814e-05,-8.29749547586564e-05,0.812097177125427,0.10000143532948673,2841.163525033595,20.11,40.5506159457126,81.12561435564066,3.823524792677712,19.134775949819236,58.941780825843516
2,6.091897249742878,3.4061113922209283,0.0,2.734536346071792e-05,-3.2545659100247234e-05,0.79794089459407,0.10000168857457555,2760.397025674688,20.11,40.47919062508136,121.60480498072202,3.3869838522882723,18.799953492850413,58.579366839383184
3,6.07904694061492,3.4061113922209283,0.0,-4.040643076552719e-05,3.604677989419267e-05,0.7851355589353568,0.1000013144882043,2681.352656066882,20.11,40.414585695940545,162.01939067666257,2.8864943439728536,18.362580320908087,57.79551132163866
4,6.002063625056034,3.5064512485953587,0.0,6.851767570004164e-05,-7.246543884504249e-05,0.8081785620841978,0.10000194895813318,2603.9713312345257,19.37,39.20740334089592,201.2267940175585,2.5757295211859157,18.022795592259172,56.78236502667579
5,6.001413058192211,3.5064512485953587,0.0,7.762847036096865e-05,-8.228534920264181e-05,0.8075310352777195,0.10000266778583737,2524.8880025523404,19.37,39.20425297085786,240.43104698841634,2.9989998593796794,18.51163034903228,57.57220486032525
6,5.992528677784372,3.5064512485953587,0.0,3.3667401586834345e-05,-3.812211976793416e-05,0.7986782608560199,0.10000297956932437,2445.037679790092,19.37,39.161230358732894,279.5922773471492,3.084884508528847,18.625712642308592,58.139496977634245
7,5.992821759967038,3.5064512485953587,0.0,1.9349640587584815e-05,-2.2657655805609657e-05,0.7989691522906168,0.1000031587781632,2367.110649375741,19.37,39.16264960920246,318.7549269563517,2.805486745138032,18.34560935639665,56.77579846663489
8,5.911916519305974,3.5924149439268476,0.0,7.543267273635301e-05,-7.993115364590713e-05,0.8038086177471625,0.100003857275872,2287.7442085254615,18.36,37.526757048922825,356.28168400527454,2.974904029689489,18.589452781274296,57.801604551438
9,5.906044875896447,3.5924149439268476,0.0,1.0607998316647382e-05,-1.370119453806053e-05,0.7979565778090263,0.10000395554540951,2209.685782404077,18.36,37.499806205673096,393.78149021094765,2.7137968741806517,18.32715008999231,57.01739704887497
10,5.910987413075093,3.5924149439268476,0.0,7.321068929888597e-05,-7.72740216805833e-05,0.8028824043775824,0.10000463346790647,2131.943196336004,18.36,37.52249245132308,431.30398266227076,2.73885160480672,18.42636043320558,56.576910484687566
11,5.906889985527904,3.5924149439268476,0.0,1.4188947725202183e-05,-1.715868676474406e-05,0.7987985439750296,0.10000476489461631,2053.379910527881,18.36,37.50368525888148,468.80766792115224,2.531074055045779,18.20543738309728,57.826671516776535
12,5.418848110066687,4.0846536271631075,0.0,7.037666397846642e-05,-7.42786155554479e-05,0.8017302661706244,0.1000054165768614,1977.4530878624537,18.34,36.66027920122505,505.46794712237727,2.515993154977014,18.265864954203472,55.14451898333724
13,5.417679121884024,4.0846536271631075,0.0,4.140635035110307e-05,-4.443148258069282e-05,0.8005645860916136,0.10000580001709053,1902.3477331411307,18.34,36.65491939040754,542.1228665127849,2.3256677656785807,18.01239804005884,54.76702242529004
14,5.417113595032882,4.0846536271631075,0.0,3.011014715670335e-05,-3.3566292417184986e-05,0.8000015114831251,0.10000607886200075,1829.7798085942072,18.34,36.652326449795055,578.7751929625799,2.1849228612855063,17.83686574450875,52.545934642150044
15,5.418048994372864,4.0846536271631075,0.0,5.467058939734315e-05,-5.821257145602708e-05,0.8009336507455265,0.10000658511809293,1772.3119505035665,18.34,36.65661525576887,615.4318082183488,2.1290571014881334,17.75931105903851,37.57914075343727
16,5.959816493157479,3.541303449439968,0.0,4.257398312912386e-05,-4.601968468631074e-05,0.8007282787438079,0.10000697936765451,1722.1249424036464,18.16,37.30078710644006,652.7325953247889,1.9899526876865252,17.434048796533958,30.762730596351883
17,5.959653601729279,3.541303449439968,0.0,3.726658105041025e-05,-4.081238900589152e-05,0.800566069758081,0.10000732447609822,1695.4596079310454,18.16,37.30004757935603,690.032642904145,1.862775375130961,17.059760230664207,7.742554091231812
18,5.959747810867974,3.541303449439968,0.0,3.919108285654893e-05,-4.278961344498517e-05,0.8006599944829217,0.10000768740333196,1672.932430333958,18.16,37.30047528884571,727.3331181929907,1.7519296086235645,16.57468783107459,4.200303518470183
19,5.959763258138038,3.541303449439968,0.0,3.274598019764596e-05,-3.623519435196084e-05,0.8006752775228169,0.10000799065453214,1651.5922930639304,18.16,37.3005454194518,764.6336636124425,1.6492103106376343,15.925744451998415,3.764965194988401
20,5.4225914416772785,3.913163438866125,0.1663701779918067,2.006105458729479e-05,-2.3353706845505973e-05,0.8005618794751633,0.10000817645269326,1631.3463201629029,18.66,37.337260894829214,801.9709245072718,1.556064875446048,15.216159315877396,3.4736086862515934
21,5.422562017414524,3.913163438866125,0.1663701779918067,9.372326939871556e-06,-1.2566173657444667e-05,0.800532461962727,0.10000826328076268,1612.4161032546033,18.66,37.33712363064347,839.3080481379152,1.4685933415396175,14.525184594334576,2.9363636741451407
22,5.422559367436081,3.913163438866125,0.1663701779918067,-4.608806529748932e-07,-2.646900680984332e-06,0.800529735665739,0.10000825906015534,1594.776544886554,18.66,37.337111268494034,876.6451594064092,1.3838322718369445,13.85142417798998,2.4042861355813225
