,P_grid,P_wind,P_pv,P_b,P_ele,P_pro,soc,Mh2,price_grid,expenditure,accumulated_ex,quantafuel_h2,methanol_h2,everfuel_h2
0,-48.17640116823575,69.44439050443711,0.0,1.0256425700601206,8.780915549345222,0.8047153648479551,0.10949669049049948,3002.854158683551,20.11,-41.33895733922088,-41.33895733922088,1.8453393441868025,15.188577201881756,32.79741801288482
1,-48.24214540593188,69.44439050443711,0.0,0.9638243887411002,8.782433697760736,0.8047121414749809,0.11842099038634006,3005.7217773337597,20.11,-41.669486494238186,-83.00844383345907,1.8452278847321055,15.188386044914633,32.79336960690143
2,-48.286618800084064,69.44439050443711,0.0,0.9208580668956439,8.784583595713297,0.8047055712499538,0.1269474539687968,3008.610816742038,20.11,-41.89307648333829,-124.90152031679736,1.8450515508221896,15.18808280258617,32.785327812778235
3,-48.32216180660301,69.44439050443711,0.0,0.8851354239109794,8.787675066593602,0.8046933844947253,0.1351431523384323,3011.5315637937983,20.11,-42.071768948612316,-166.97328926540968,1.8448201342310875,15.187640940834704,32.772842272921615
4,-45.35887115205263,66.26851399626177,0.0,0.8520364047853335,8.755533662498344,0.8047483320529258,0.14303237830875642,3014.281671677614,19.37,-27.968656819627682,-194.94194608503736,1.8440802184013718,15.186084424076764,32.75292944889038
5,-45.38510021715255,66.26851399626177,0.0,0.8227256385475512,8.760741000092661,0.8047297867112305,0.1506502082953972,3017.0846056700793,19.37,-28.09567106737404,-223.0376171524114,1.843694042234597,15.185335032655962,32.73248293338839
6,-45.408508908901986,66.26851399626177,0.0,0.7952644583339092,8.76668634883838,0.8047103409484263,0.15801376809487475,3019.9484208008225,19.37,-28.20902765717068,-251.24664480958208,1.8432475248394409,15.184486541193309,32.708568896441776
7,-45.429153330502544,66.26851399626177,0.0,0.769161331605736,8.773815980812039,0.8046856593500396,0.16513563227649913,3022.884754380804,19.37,-28.308998268771376,-279.55564307835346,1.8427550705318256,15.183486303755952,32.680320930796235
8,-42.714563817033806,63.36930930564914,0.0,0.7422192914506007,8.744277984163688,0.8047220493174025,0.17200803312335333,3025.681979952159,18.36,-12.764120753595051,-292.31976383194853,1.841851086752685,15.181533108438652,32.64505813861611
9,-42.73165211981113,63.36930930564914,0.0,0.7180165832736203,8.752769257058155,0.8046909851018476,0.17865633482042048,3028.567654009371,18.36,-12.842556063342954,-305.1623198952915,1.8413418348904276,15.180423173063865,32.60917647737219
10,-42.74771770216904,63.36930930564914,0.0,0.6946114749844672,8.761402906679825,0.8046588022113048,0.18508792255184756,3031.5459045136536,18.36,-12.916297086365773,-318.07861698165726,1.8408546872582652,15.179344954079763,32.56996729464551
11,-42.7624490602515,63.36930930564914,0.0,0.6718332111469729,8.770641225833288,0.8046212990319481,0.1913086004329278,3034.6245658996586,18.36,-12.983914019964232,-331.0625310016215,1.8403965278355414,15.178238683388255,32.526550757956805
12,-39.9611964317557,60.38290433695693,0.0,0.6468243236419122,8.73654164540869,0.8046468328100258,0.19729771454081235,3037.551924791595,18.34,-8.564534844951964,-339.6270658465735,1.839572154482991,15.17624639789122,32.47607242833248
13,-39.97398498366814,60.38290433695693,0.0,0.6250199368849163,8.74659080242501,0.8046029248296012,0.2030849361787248,3040.5920071107244,18.34,-8.623170355470478,-348.250236202044,1.839186806285205,15.17517153266463,32.425104156664126
14,-39.98583966129303,60.38290433695693,0.0,0.6037144050196341,8.757001693666604,0.8045580778411165,0.20867488437343973,3043.750387858915,18.34,-8.67752405238059,-356.9277602544246,1.8388148549041496,15.174103677150892,32.37071088194315
15,-39.996510925669476,60.38290433695693,0.0,0.582816634520134,8.76809859032381,0.8045095456399395,0.21407133469316064,3047.0352943505504,18.34,-8.726451799546624,-365.65421205397115,1.8384566681181385,15.172998438278043,32.31222994409812
16,-39.19588408759561,59.52276202616582,0.0,0.5612860917523794,8.765886780959146,0.8044768838888017,0.21926842813540176,3050.372147696191,18.16,-5.779724596999415,-371.43393665097057,1.8380296987101188,15.171667459532378,32.24877018206402
17,-39.205271162559534,59.52276202616582,0.0,0.5411068788930182,8.77745208675511,0.8044219577555861,0.22427867701413046,3053.8462675209757,18.16,-5.822341917335649,-377.25627856830624,1.8377821171219204,15.170663318777342,32.18214726003393
